,request_id,request_date,request,desc,address,zip_code,hauler,route,district,lon,lat
14437,229222,2019-08-09,Trash - Backdoor,backdoor miss/wednesday.,6316 e valley rd,37205,RED RIVER,1303,23,-86.88717949206274,36.09943742159616
14441,229280,2019-08-09,Trash - Curbside/Alley Missed Pickup,cart missed again,706 28th ave n,37208,METRO,9304,21,-86.81853136435186,36.15931917082266
14443,229284,2019-08-09,Trash - Curbside/Alley Missed Pickup,no one's trash/pickup thursday. curb wants to know why it is being missed,4413 winston ave w,37211,RED RIVER,2405,27,-86.72614988979473,36.07194456230265
14444,229294,2019-08-09,Trash - Curbside/Alley Missed Pickup,missed the street,2537 forest view dr,37013,RED RIVER,4503,29,-86.62878323095141,36.069329273458166
14451,229340,2019-08-09,Trash - Curbside/Alley Missed Pickup,missed again,1108 chapel ave,37206,WASTE IND,2506,6,-86.73838827946008,36.1886203569473
14452,229343,2019-08-09,Trash - Curbside/Alley Missed Pickup,curb/trash missed last and today,2005 farley pl,37210,RED RIVER,1504,15,-86.70267781275344,36.16080590491486
14456,229361,2019-08-09,Trash - Curbside/Alley Missed Pickup,this area missed,1909 seasons lake ct,37013,RED RIVER,3503,33,-86.59121818504137,36.07177866202894
14457,229362,2019-08-09,Trash - Curbside/Alley Missed Pickup,miss,500 danley ct,37013,RED RIVER,3404,30,-86.68378101788713,36.059612709767066
14458,229366,2019-08-09,Trash - Backdoor,miss,2120 golf club ln,37215,RED RIVER,2305S,25,-86.80996548930509,36.118536830874014
14459,229367,2019-08-09,Trash - Backdoor,backdoor miss,536 ronnie rd,37115,RED RIVER,3412,8,-86.7258919891855,36.26712068059878
14461,229370,2019-08-09,Trash - Curbside/Alley Missed Pickup,trash not picked up again! third time in a month,179 nashboro greens,37217,RED RIVER,2505,29,-86.6372639193594,36.09311052228677
14462,229377,2019-08-09,Trash - Curbside/Alley Missed Pickup,miss,604 forest pointe pl,37013,RED RIVER,4503,29,-86.62670322690886,36.06748428420133
14463,229380,2019-08-09,Trash - Curbside/Alley Missed Pickup,miss,179 nashboro greens,37217,RED RIVER,2505,29,-86.6372639193594,36.09311052228677
14465,229387,2019-08-09,Trash - Curbside/Alley Missed Pickup,entire cul de sac missed {trash} friday,4813 trappers rdg,37013,RED RIVER,4501,28,-86.66843255737834,36.07162570247402
14468,229399,2019-08-09,Trash - Curbside/Alley Missed Pickup,miss,3516 lanawood dr,37217,RED RIVER,3501,29,-86.60934599462209,36.09034440897741
14470,229407,2019-08-09,Trash - Curbside/Alley Missed Pickup,still out,4500 xavier dr,37013,RED RIVER,4505,28,-86.6742823496625,36.07575513005386
14471,229410,2019-08-09,Trash - Curbside/Alley Missed Pickup,our trash was not picked up.,625 8th ave s,37203,METRO,9405,19,-86.77948047280421,36.150890959826015
14472,229413,2019-08-09,Trash - Curbside/Alley Missed Pickup,no trash was picked up on shoemaker court,205 shoemaker ct,37013,RED RIVER,3504,33,-86.61592374355195,36.06786738826443
14473,229414,2019-08-09,Trash - Curbside/Alley Missed Pickup,this is the fourth time in 2 months.,3020 ironwood dr,37214,RED RIVER,2501,14,-86.6538406051888,36.15803533748301
14474,229418,2019-08-09,Trash - Curbside/Alley Missed Pickup,all of the trash cans are still full at 6:00 pm on shoemaker court in antioch tn.,205 shoemaker ct,37013,RED RIVER,3504,33,-86.61592374355195,36.06786738826443
14476,229424,2019-08-09,Trash - Curbside/Alley Missed Pickup,no brown trash carts were picked up in my neighborhood today...this is becoming a frequent problem.,5312 bell crest dr,37013,RED RIVER,4502,32,-86.63569966339224,36.06325594032661
14484,229446,2019-08-09,Trash - Curbside/Alley Missed Pickup,skipped over my trash can this friday morning,2120 lebanon pike,37210,RED RIVER,1504S,15,-86.70526058965869,36.16408793622321
14492,229474,2019-08-10,Trash - Backdoor,"second time this month our garbage has not been picked up, it is on the schedule for every thursday,",701 n graycroft ave,37115,RED RIVER,3412,8,-86.7302798372382,36.27033128889812
14493,229480,2019-08-10,Trash - Curbside/Alley Missed Pickup,reported that missed trash pick ups in my neighborhood,4616 buckpasser ave,37013,RED RIVER,3504,33,-86.61635205438778,36.06290256307173
14499,229773,2019-08-12,Trash - Curbside/Alley Missed Pickup,"missed trash/pickup again 704 & 706 duplex, others curb {friday}",704 maylene dr,37115,RED RIVER,3512,9,-86.69674620660689,36.27912892536123
14501,229793,2019-08-12,Trash - Backdoor,"my trash was not picked up on friday, august 9, 2019.  gayle reed, 760 bell road, antioch, tn  37013, greed354@aol.com",760 bell rd,37013,RED RIVER,4504,32,-86.64318268570632,36.05341452190044
14502,229797,2019-08-12,Trash - Curbside/Alley Missed Pickup,missed trash - backdoor,2636 pennington ave,37216,METRO,9502,7,-86.73080639736912,36.19786912853877
14506,229888,2019-08-12,Trash - Curbside/Alley Missed Pickup,everyone's trash is still out.,1000 trevino pl,37013,RED RIVER,3505,29,-86.61814421109814,36.08146047713934
14507,229933,2019-08-12,Trash - Curbside/Alley Missed Pickup,"file a complaint {trash/} is not getting pickup on day of service, thursday, all carts are out early and still miss.",4418 winston ave w,37211,RED RIVER,2405,27,-86.72737631462071,36.07166245437176
14508,229964,2019-08-12,Trash - Curbside/Alley Missed Pickup,missed backdoor,1302 monetta ave,37216,METRO,9502,7,-86.73491175462651,36.20032093892608
14511,230050,2019-08-12,Trash - Curbside/Alley Missed Pickup,missed the entire street,3239 southlake dr,37211,RED RIVER,4303,16,-86.73057279932235,36.10169963609116
14513,230081,2019-08-12,Trash - Curbside/Alley Missed Pickup,missed weekly,2518 elm hill pike,37214,RED RIVER,2502,15,-86.67965252668382,36.15286583832511
14517,230261,2019-08-12,Trash - Backdoor,missed backdoor trash/again last friday. this is happening to often,3138 jenry dr,37214,RED RIVER,1505,14,-86.64443006547403,36.18402863673365
14519,230398,2019-08-13,Trash - Backdoor,backdoor miss,4221 shagbark trl,37013,RED RIVER,4510,32,-86.61958486488834,36.04248553123047
14520,230462,2019-08-13,Trash - Backdoor,missed,3030 sidco dr,37204,METRO,9404,16,-86.75622653600871,36.10021105038621
14521,230540,2019-08-13,Trash - Backdoor,backdoor/missed recycle,203 dellrose dr,37214,RED RIVER,1504,15,-86.69180853917693,36.17040869692753
14529,230804,2019-08-13,Trash - Backdoor,miss,710 currey rd,37217,RED RIVER,1402,16,-86.71517507084285,36.11851982105439
14531,230985,2019-08-13,Trash - Curbside/Alley Missed Pickup,missed trash. whole street was missed. caller states this is happening all the time.,3793 hilltop ave,37216,RED RIVER,2205,8,-86.73558542800835,36.21661574851441
14532,230997,2019-08-13,Trash - Curbside/Alley Missed Pickup,missed the street,1804 s hamilton rd,37218,RED RIVER,4204,2,-86.8340446666744,36.1904291714581
14534,231010,2019-08-13,Trash - Curbside/Alley Missed Pickup,the entire street was missed,818 riverside dr,37206,RED RIVER,1201,6,-86.72593956377817,36.18092180608453
14535,231016,2019-08-13,Trash - Backdoor,"backdoor missed again,",2013 gooch st,37207,RED RIVER,3202,2,-86.78881771053663,36.20648335928316
14537,231025,2019-08-13,Trash - Curbside/Alley Missed Pickup,trash missed today,762 douglas ave,37207,METRO,9203,5,-86.75401401778474,36.193194903630406
14539,231055,2019-08-13,Trash - Curbside/Alley Missed Pickup,our trash was forgotten again,733 due w ave n,37115,RED RIVER,3212,8,-86.74400053101239,36.25264048711473
14542,231069,2019-08-13,Trash - Curbside/Alley Missed Pickup,our end of the street has not been picked up. it is 7:38pm. we all put ours out on monday nights. this has happened before recently. please fix this so it won't happen again.,3943 dry fork rd,37189,RED RIVER,3201,1,-86.8399838838008,36.24795509866616
14546,231095,2019-08-14,Trash - Curbside/Alley Missed Pickup,other trash cans around me appear to have been picked up as they were all turned over this morning.  recyclables were picked up at 8:40pm last night.,3803 hilltop ave,37216,RED RIVER,2205,8,-86.73533698333854,36.21742096184714
14550,231154,2019-08-14,Trash - Curbside/Alley Missed Pickup,this is the 3rd time in the last few months our trash was missed when our neighbors were all picked up,809 n 5th st,37207,METRO,9202,5,-86.763236,36.18481499999996
14552,231163,2019-08-14,Trash - Curbside/Alley Missed Pickup,we were told last week that our new day was tuesday. i am not sure if this is correct or not and please.,110 george l davis blvd,37203,METRO,9407,19,-86.78907025776275,36.15668981081328
14555,231231,2019-08-14,Trash - Curbside/Alley Missed Pickup,curb trash/missed tuesday {also neighbor's next door},301 walton ln,37115,RED RIVER,2204,8,-86.7322588109859,36.23933377587195
14557,231251,2019-08-14,Trash - Curbside/Alley Missed Pickup,miss,4455 cato rd,37218,RED RIVER,3203,1,-86.87359750717695,36.218738715148845
14558,231254,2019-08-14,Trash - Curbside/Alley Missed Pickup,truck missed my can,626 davidson rd,37205,RED RIVER,1301,23,-86.88546651283283,36.1176735431447
14559,231283,2019-08-14,Trash - Curbside/Alley Missed Pickup,miss,521 rothwood ave,37115,RED RIVER,3314,7,-86.7047599178845,36.25299861420681
14568,231418,2019-08-14,Trash - Curbside/Alley Missed Pickup,"we do not make large trash bags, only small, but still need it picked up. this is has been an ongoing issue this year.",1016 stainback ave,37207,METRO,9202,5,-86.76547920299195,36.18929646352804
14572,231449,2019-08-14,Trash - Curbside/Alley Missed Pickup,miss,329 grace st,37207,METRO,9202,5,-86.76584367444435,36.18262823973554
14573,231451,2019-08-14,Trash - Backdoor,missed for 2 weeks,954 battery ln,37220,RED RIVER,3302,25,-86.78965989052584,36.08857770378524
14576,231519,2019-08-14,Trash - Curbside/Alley Missed Pickup,"i'm sorry to be such a pest, but as i've stated before our trash pick up is remarkably predictable.  if they have not picked up by 10:30 am, they aren't coming.  i'm afraid that they missed us (my entire street at least) once again.  allow me to thank you in advance for your assistance.

m. a. watson",320 old hickory blvd,37221,RED RIVER,1303,23,-86.91649267073295,36.08751188438265
14579,231569,2019-08-14,Trash - Curbside/Alley Missed Pickup,missed trash cart again.,802 crescent rd,37205,RED RIVER,2303,24,-86.83688220933631,36.120236404019344
14583,231652,2019-08-14,Trash - Curbside/Alley Missed Pickup,street was missed,624 estes rd,37215,RED RIVER,2303,24,-86.83508549506988,36.12240107389981
14584,231682,2019-08-14,Trash - Curbside/Alley Missed Pickup,still out,1322 jones ave,37207,METRO,9203,5,-86.75954206777472,36.19573149005916
14590,231737,2019-08-14,Trash - Backdoor,missed backdoor trash pickup. cart is running over,1131 lipscomb dr,37204,RED RIVER,3302,25,-86.800130366252,36.09197645368496
14591,231738,2019-08-14,Trash - Backdoor,"backdoor/trash missed again, wednesday[s] pickup",4422 granny white pike,37204,RED RIVER,3302,25,-86.80096098254613,36.09621684655716
14593,231747,2019-08-14,Trash - Backdoor,"backdoor/trash missed often, file complaint wants this pickup every week, when it should be picked up. wednesday. caller says parents are elderly and mother has cancer. this is an ongoing problem. said she was told to call back if the trash was not picked up by 7pm 8/14.",636 brook hollow rd,37205,RED RIVER,1301,23,-86.88782591464899,36.11341670759722
14595,231752,2019-08-14,Trash - Backdoor,"backdoor/trash missed again, last friday",1609 branch st,37216,METRO,9505,7,-86.72567829826515,36.1960672294036
14596,231757,2019-08-14,Trash - Backdoor,"backdoor/trash/missed, wednesday",6445 brownlee dr,37205,RED RIVER,1301,23,-86.89593213020343,36.11290183834488
14597,231763,2019-08-14,Trash - Curbside/Alley Missed Pickup,missed again,320 neelys bend rd,37115,RED RIVER,3312,7,-86.70793332684109,36.25551582126121
14598,231772,2019-08-14,Trash - Backdoor,miss,2120 golf club ln,37215,RED RIVER,2305S,25,-86.80996548930509,36.118536830874014
14608,231815,2019-08-14,Trash - Curbside/Alley Missed Pickup,i just finished reporting that my trash had not been picked up (usually not this late). it just got picked up at 5: 35.  thank you,215 6th ave n,37219,RED RIVER,3314,19,-86.78218651240726,36.162971587908665
14610,231817,2019-08-14,Trash - Curbside/Alley Missed Pickup,appears whole alley was missed.,119 47th ave n,37209,WASTE IND,2306,24,-86.84345729508917,36.14240023517087
14615,231830,2019-08-14,Trash - Curbside/Alley Missed Pickup,trash was not picked up and container was placed curbside the night before pickup.,4509 nevada ave,37209,RED RIVER,1308,24,-86.84185742732096,36.14846103205452
14616,231831,2019-08-14,Trash - Curbside/Alley Missed Pickup,pick ups are missed at least once every 6 weeks. do better,733 due west ave n,37115,RED RIVER,3212,8,-86.74400053101239,36.25264048711473
14622,231844,2019-08-14,Trash - Curbside/Alley Missed Pickup,"i submitted a  ticket yesterday, wednesday, @ 9.30am when i saw the neighbor's cans empty. ticket no. 00231254 . 

cart still not picked up.",626 davidson rd,37205,RED RIVER,1301,23,-86.88546651283283,36.1176735431447
14624,231848,2019-08-14,Trash - Curbside/Alley Missed Pickup,other cans on the street were picked up. mine was not,1810 lombardy ave,37215,RED RIVER,4305,25,-86.80195660517612,36.11844295089776
14626,231869,2019-08-15,Trash - Curbside/Alley Missed Pickup,please find out why this is  a repeated spot that the trash people keep missing on the wednesday assigned pickup - thank you,1537 harding pl,37215,RED RIVER,3303,34,-86.81841939845783,36.09047134732016
14628,231872,2019-08-15,Trash - Curbside/Alley Missed Pickup,"this is the 2nd time in three weeks that the trash was not collected, last week it was picked up but the week before that it was not.  please pick it up the trash asap before raccoons ghetto it. i will leave it on the curb.",1416 tyne blvd,37215,RED RIVER,3303,34,-86.81378580686207,36.07851200152555
14633,231919,2019-08-15,Trash - Backdoor,"unit-b missed backdoor/trash {wednesday}
the one with fence in back** not a side**",116 margaret st,37115,RED RIVER,3314,9,-86.70238781032208,36.25603924860546
14634,231923,2019-08-15,Trash - Backdoor,"wednesday, backdoor/trash missed. why?",409 page rd,37205,RED RIVER,1302,34,-86.86882998180974,36.08781983445554
14635,231925,2019-08-15,Trash - Backdoor,"backdoor/trash in back door, missed 2 weeks in a row, {wednesday}",1132 brookmeade dr,37204,RED RIVER,3302,25,-86.79693309218707,36.09927989446798
14639,231940,2019-08-15,Trash - Curbside/Alley Missed Pickup,everyone was missed,615 woodleigh dr,37215,RED RIVER,2304,24,-86.82509423870734,36.12154200074064
14647,232007,2019-08-15,Trash - Curbside/Alley Missed Pickup,entire street/missed tuesday curb,3943 dry fork rd,37189,RED RIVER,3201,1,-86.8399838838008,36.24795509866616
14648,232015,2019-08-15,Trash - Curbside/Alley Missed Pickup,"still out, curb trash/wednesday {out on time}",914 huntington cir,37215,RED RIVER,3301,25,-86.81791324541402,36.09174199671938
14651,232039,2019-08-15,Trash - Backdoor,"missed backdoor. 2 different locations, at this address. trash/missed {wants a supervisor to contact him}.",3201 hillsboro pike,37215,RED RIVER,2305,25,-86.8095388481877,36.12056943328972
14665,232254,2019-08-15,Trash - Curbside/Alley Missed Pickup,missed...others on street missed.,4111 gallatin pike,37216,RED RIVER,2204,8,-86.72634505741067,36.22241084932161
14667,232302,2019-08-15,Trash - Backdoor,paid service,958 battery ln,37220,RED RIVER,3302,25,-86.78991771744231,36.0888750495217
14668,232355,2019-08-15,Trash - Curbside/Alley Missed Pickup,"missed for trash/no service. alley unit-a  and b{check alley for others} wednesday.
a & b sitting next to each {both} where missed. alley** keeps being missed having to call in each week for wednesday missed. why?",2813 delaware ave,37209,METRO,9303,21,-86.81996650541862,36.15544837109251
